ID;Start Date;End Date;Process Category;Tribe;Status;Type;Duration;Folder;End Year
2377;2023-12-22;;Communication;Business Banking Sales;5. Journey finished;Change;(blank);Business advice and sales/Communication/2023-12-22 Contentpaginas beleggen;
2378;2023-12-22;2024-03-21;Risk assessment (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;90;Digital Sales/Mortgages/2023-12-22 Digital Orientation Chat;2024.0
2379;2024-01-02;2024-07-24;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;204;Hypotheken/Z_Other/2024-01-02 Future Proof Mortgage 2.0;2024.0
2381;2024-01-04;2024-01-10;Other change (non-PAP);Tribe KYC Services;5. Journey finished;Change;6;KYC/Process change/2024-01-04 Make UHRC sideletter available via a hidden direct link;2024.0
2383;2024-01-05;;Risk assessment (non-PAP);(blank);1. Journey started;Change;(blank);KYC/Process change/2024-01-05 KYC record retention SoC;
2385;2024-01-08;2025-04-05;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;453;Z_Other/Consumer Lending & Insurance/2024-01-08 Shadow run pCrayon;2025.0
2386;2024-01-08;;Other change (non-PAP);Tribe NFR;2. Intake filled-in;Change;(blank);ORM 2 LOD Processes & Systems/Other/2024-01-08 Global Fraud News Dashboard;
2387;2024-01-08;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;3. Intake challenged;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2024-01-08 Mobile Onboarding with NonEEA Document (PPMEPIC0036757);
2388;2024-01-09;2024-10-09;Risk assessment (non-PAP);ESG BB;5. Journey finished;Change;274;Transaction Services/Business Banking Service fee/2024-01-09 Business Banking Bos;2024.0
2389;2024-01-09;2024-02-13;Communication;Tribe Mortgages;5. Journey finished;Change;35;Hypotheken/Z_Other/2024-01-09 Various text changes in the brochure Basisinformatie;2024.0
2390;2024-01-09;;Risk assessment (non-PAP);Compliance;2. Intake filled-in;Change;(blank);Compliance 2LOD Processes & Systems/Organisational change/2024-01-09 FCC Escalations Team Manila;
2391;2024-01-10;2024-05-15;Other change (non-PAP);Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;126;Private Banking _ Wealth/Z_Other/2024-01-10 Contact details RMAM in One App;2024.0
2392;2024-01-10;;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;(blank);Hypotheken - WUB/Z_Other/2024-01-10 CAS 2017230AE2138A2 Standalone laptops with client and production data installed;
2393;2024-01-10;;Risk assessment (non-PAP);Tribe Investments;4. Finish & Registration;Change;(blank);Beleggingsrekeningen/Z_Other/2024-01-10 Exemption Flow;
2394;2024-01-11;;Other change (non-PAP);People Services;4. Finish & Registration;Change;(blank);HR Processes & Systems/Other/2024-01-11 New Election tool for Work Council election;
2395;2024-01-11;2025-01-07;Risk assessment (non-PAP);Tribe Collections;5. Journey finished;Change;362;Collections/Other/2024-01-11 Implement Nibud API;2025.0
2399;2024-01-11;;Other change (non-PAP);Tribe Collections;5. Journey finished;Change;(blank);Collections/Communication/2024-01-11 Remove phonenumber of Collections in written communication of Early Processes;
2400;2024-01-11;2024-03-01;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;50;Credit Cards/Creditcard/2024-01-11 Decom Emergency limit increase;2024.0
2401;2024-01-11;2024-01-17;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;6;Digital Sales/Investments - Verdi/2024-01-11 Check on SEA ads investments;2024.0
2402;2024-01-11;2024-02-14;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;34;Beleggingsrekeningen/Vermogensadvies/2024-01-11 Private Markets treshold;2024.0
2404;2024-01-11;2024-09-30;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;263;Hypotheken/Z_Other/2024-01-11 Sales with conditions KoopStart  Garant;2024.0
2405;2024-01-12;2024-01-12;Risk assessment (non-PAP);(blank);6. Historical upload;Change;0;Document & Content Services/Other/2024-01-12 Risk Assessment Rotaform 2024;2024.0
2406;2024-01-12;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;3. Intake challenged;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2024-01-12 Physical mail undeliverable Outreach and Limiting Measures;
2407;2024-01-12;2024-01-12;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;0;Credit Cards/Creditcard/2024-01-12 Stop offering emergency limit increases;2024.0
2408;2024-01-12;2024-01-24;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;12;Verzekeren/ING Autoverzekering/2024-01-12 Janary 2024  Extension Car Campaign;2024.0
2409;2024-01-12;2024-02-20;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;39;Z_Other/Consumer Lending & Insurance/2024-01-12 GrossNet tool 2024;2024.0
2410;2024-01-15;2024-10-09;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;268;Hypotheken/ILM/2024-01-15 Change LTV based on debt;2024.0
2411;2024-01-15;2024-07-04;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;171;Digital Sales/Insurance/2024-01-15 Insurance  SEO BrandWinterWereld;2024.0
2412;2024-01-15;2024-07-11;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;178;Digital Sales/Consumer Loans/2024-01-15 Loans  creatives paid media Q1 2024;2024.0
2413;2024-01-16;;Risk assessment (non-PAP);Tribe Digital Business Banking;1. Journey started;Change;(blank);Customer Data/Process change/2024-01-16 Generic Invite Capability;
2414;2024-01-16;2024-03-07;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;51;Private Banking _ Wealth/Internetpagina/2024-01-16 Wealth Beyond Yourself  new texts Private Banking website;2024.0
2415;2024-01-17;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Savings/2024-01-17 Honeymoon journey Orange Savings NewToBank;
2416;2024-01-17;2024-05-16;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;120;Customer Data/Process change/2024-01-17 Adding the CCBR check to the Curatele proces;2024.0
2417;2024-01-17;;Communication;Tribe Digital & Customer Interactions;1. Journey started;Change;(blank);Digital Sales/Investments - Verdi/2024-01-17 New DO assets display native;
2418;2024-01-17;2024-01-18;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;1;Digital Sales/Mortgages/2024-01-17 Adjust max loan;2024.0
2420;2024-01-18;2024-01-18;Other change (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;0;Z_Other/Tribe Digital & Customer Interactions/2024-01-18 Add Video Capability to Mobile App;2024.0
2421;2024-01-19;;Other change (non-PAP);Tribe KYC Services;4. Finish & Registration;Change;(blank);KYC/Process change/2024-01-19 Extension to existing PARPRA 20220408 Daily batch driven events with FATCA CoC event;
2422;2024-01-22;;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;(blank);Current accounts/Vreemde Valutarekening/2024-01-22 4375608 Digital FE flow to open a FCA;
2423;2024-01-22;2024-01-25;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;3;Private Banking _ Wealth/Campagnes/2024-01-22 Wealth beyond yourself advertisement;2024.0
2424;2024-01-22;2024-08-26;Risk assessment (non-PAP);Tribe Business Lending;5. Journey finished;Change;217;Lenen zakelijk/Z_Other/2024-01-22 Climate Risk Assessment Transition Risk Classification;2024.0
2426;2024-01-23;2024-10-29;Risk assessment (non-PAP);Tribe KYC Services;5. Journey finished;Change;280;KYC/Process change/2024-01-23 ING Hub KYC onboarding SME and periodic review SME NR;2024.0
2427;2024-01-23;2024-01-30;Communication;Tribe Mortgages;5. Journey finished;Change;7;Hypotheken/ILM/2024-01-23 Change of Deed of Cocommitment;2024.0
2428;2024-01-23;2024-02-09;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;17;Beleggingsrekeningen/Beleggen App/2024-01-23 Order overview in MBA;2024.0
2429;2024-01-23;2024-03-06;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;43;Verzekeren/Z_Other/2024-01-23 Insurance PI discount campaigns;2024.0
2430;2024-01-24;;Other change (non-PAP);Tribe Mortgages;5. Journey finished;Change;(blank);Hypotheken - WUB/Z_Other/2024-01-24 OHA toetsen op beheercriteria;
2431;2024-01-24;2024-01-24;Communication;Tribe Investments;5. Journey finished;Change;0;Beleggingsrekeningen/Zelf op de Beurs/2024-01-24 Fixed Rate Note IPO 20241;2024.0
2432;2024-01-24;2024-10-18;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;268;Hypotheken/Z_Other/2024-01-24 Mortgage Hybrid Advice Document Management;2024.0
2433;2024-01-25;2024-04-25;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;91;Customer Intelligence/Modelling Platform/2024-01-25 Allow More Potjescheck campaign;2024.0
2434;2024-01-25;2024-08-12;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;200;Digital Sales/Investments - Verdi/2024-01-25 POC Blue Billywig;2024.0
2435;2024-01-25;2024-02-09;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;15;Beleggingsrekeningen/Beleggen App/2024-01-25 Benchmark comparison in MBA;2024.0
2436;2024-01-26;;Risk assessment (non-PAP);Tribe Digital & Customer Interactions;1. Journey started;Change;(blank);Digital Sales/Digital Touchpoints/2024-01-26 Adobe Target for NL;
2437;2024-01-26;2025-04-25;Other change (non-PAP);Tribe Digital Business Banking;5. Journey Cancelled;Change;455;Customer Data/Process change/2024-01-26 Manage Authorizations business customer authentication extension;2025.0
2438;2024-01-26;;Communication;Tribe Investments;1. Journey started;Change;(blank);Beleggingsrekeningen/Vermogensbeheer/2024-01-26 Pilot ATV promo rate;
2439;2024-01-29;;Risk assessment (non-PAP);Lease;4. Finish & Registration;Change;(blank);Direct Leases/New Product/2024-01-29 Groenlease;
2440;2024-01-29;2024-03-21;Other change (non-PAP);Tribe Mortgages;5. Journey finished;Change;52;Z_Other/Tribe Mortgages/2024-01-29 Stepper;2024.0
2442;2024-01-30;;Other change (non-PAP);Consumer Lending & Insurance;1. Journey started;Change;(blank);Verzekeren/Netherlands Mobile Device Insurance/2024-01-30 Termination of MDI Insurance;
2443;2024-01-30;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Current accounts/2024-01-30 Updated category page and PDP Current Accounts;
2444;2024-01-30;2024-10-17;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;261;Current accounts/Vreemde Valutarekening/2024-01-30 Visibility Foreign Currency Account for Private Individuals;2024.0
2445;2024-01-30;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Consumer Loans/2024-01-30 Disclaimer bij Loans Calculator;
2446;2024-01-17;2024-06-10;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;145;Hypotheken/Z_Other/2024-01-17 MIA Comparison Chart;2024.0
2448;2024-01-30;2024-11-15;Other change (non-PAP);Tribe Payments;5. Journey Cancelled;Change;290;Payments_Giraal betvk/Betaalverzoek/2024-01-30 5114410  QR code for API;2024.0
2449;2024-01-31;2024-02-06;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;6;Beleggingsrekeningen/Vermogensbeheer/2024-01-31 Policy change suitability assessment advice;2024.0
2450;2024-01-31;2024-03-20;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;49;Private Banking _ Wealth/Adviesteam Vermogen/2024-01-31 Toolkit ATV;2024.0
2451;2024-01-31;;Other change (non-PAP);Business Banking Sales;5. Journey finished;Change;(blank);Real Estate/Other/2024-01-31 SAP upgrade to S4Hana;
2452;2024-01-31;;Other change (non-PAP);Tribe Daily Banking & Digital First;2. Intake filled-in;Change;(blank);Current accounts/Kinderrekening/2024-01-31 Pocket Money Campaign KR  JR 2024;
2453;2024-01-31;2024-03-11;Communication;Consumer Lending & Insurance;5. Journey finished;Change;40;Verzekeren/ING Woonverzekering/2024-01-31 Home campaign Spring 2024;2024.0
2454;2024-01-31;2024-04-22;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;82;Customer Data/Process change/2024-01-31 Register informal name by CDDanalyst in IRIS  4183600;2024.0
2455;2024-02-01;;Risk assessment (non-PAP);Tribe Digital Business Banking;3. Intake challenged;Change;(blank);Digital Channels/New Product/2024-02-01 2275223 Automatic VAT Saving;
2456;2023-12-14;;Communication;Tribe Daily Banking & Digital First;(blank);Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-12-14 Financial Health explainer videos for GenZ;
2457;2024-02-01;;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;(blank);Customer Data/New Product/2024-02-01 FEATURE 4033359. Right to Object (GDPR) on specific business legal entities;
2458;2024-02-01;;New financial product/-service/channel (PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Current accounts/Derdengeldenrekening/2024-02-01 Client Money Account (CMA);
2459;2024-02-02;;Termination of financial product/-service/channel (PAP);Tribe Daily Banking & Digital First;(blank);Change;(blank);Sparen/Groei Rekening/2024-02-02 Close Groei and Sneltreinrekening in Profile;
2460;2024-02-02;2024-02-15;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;13;Z_Other/Private Banking & Wealth Mgt (Advice)/2024-02-02 Vermogensoverdracht en het belang van openheid;2024.0
2461;2024-02-02;;Other change (non-PAP);Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Digital Touchpoints/2024-02-02 ServerSide Tagging;
2462;2024-02-05;;Other change (non-PAP);People Services;3. Intake challenged;Change;(blank);HR Processes & Systems/Process change/2024-02-05 Workday Finance implementation (Data waiverSoW);
2463;2024-02-06;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Investments - Verdi/2024-02-06 Smart investment calculator variant on EB page;
2465;2024-02-06;2024-02-06;(blank);(blank);6. Historical upload;Change;0;Customer Data/Process change/2024-02-06 Adding unknown UBOs;2024.0
2466;2024-02-06;2024-02-06;(blank);(blank);6. Historical upload;Change;0;Customer Data/Process change/2024-02-06 adding Unknown UBOs (1);2024.0
2467;2024-02-06;;Communication;CoE Communications & Brand Experience;5. Journey finished;Change;(blank);Branding/Communication/2024-02-06 2024 Namens Nederland Survey;
2468;2024-02-01;2024-07-10;Termination of financial product/-service/channel (PAP);Tribe Payments;5. Journey finished;Change;160;Payments Cards Issuing/Betaalpas particulier (cards issuing)/2024-02-01 Geo profile phase out  July 1st 2024;2024.0
2469;2024-02-07;2024-10-14;Significant change financial product/-service/channel (PAP);Tribe Business Lending;5. Journey finished;Change;250;Lenen zakelijk/Z_Other/2024-02-07 TRACR Categorization and Affordability and PSD2;2024.0
2470;2024-02-07;;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;(blank);Beleggingsrekeningen/Zelf op de Beurs/2024-02-07 Fixed Rate Note IPO 20242;
2471;2024-02-07;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Consumer Loans/2024-02-07 Commercial pages allignment;
2472;2024-02-07;2024-02-15;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;8;Beleggingsrekeningen/Zelf op de Beurs/2024-02-07 Cashback eigen fondsen in ZOB;2024.0
2473;2024-02-07;;Communication;Tribe Daily Banking & Digital First;2. Intake filled-in;Change;(blank);Current accounts/En_of betaalrekening/2024-02-07 Enof campagne;
2474;2024-02-07;;Other change (non-PAP);Tribe Daily Banking & Digital First;(blank);Change;(blank);Current accounts/Overstapservice/2024-02-07 4891977  BSS improve periodic payments process;
2475;2024-02-08;;Risk assessment (non-PAP);Tribe Investments;3. Intake challenged;Change;(blank);Beleggingsrekeningen/Z_Other/2024-02-08 Transaction Reporting DBNL Implemention;
2476;2024-02-08;;Communication;Tribe Digital & Customer Interactions;2. Intake filled-in;Change;(blank);Digital Sales/Insurance/2024-02-08 Commercial pages allignment;
2477;2024-02-08;2024-03-13;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;34;Digital Sales/Investments - Verdi/2024-02-08 spaarrenteverhogingexperimentPDP;2024.0
2478;2024-02-08;2024-05-27;Communication;Tribe Investments;5. Journey finished;Change;109;Beleggingsrekeningen/Eenvoudig Beleggen/2024-02-08 Eenvoudig Beleggen  onboarding flow  ordering cost page;2024.0
2479;2024-02-09;2024-04-19;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;70;Customer Data/Process change/2024-02-09 Simple Electronic Signature (SES);2024.0
2480;2024-02-09;2024-05-28;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;109;Beyond Banking/ING Punten/2024-02-09 Punten op klantniveau;2024.0
2483;2024-02-12;2024-07-09;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;148;Private Banking _ Wealth/Z_Other/2024-02-12 Private Banking breidt aanbod Private Markets verder uit;2024.0
2484;2024-02-12;2024-10-15;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;246;Sparen/Zakelijk deposito/2024-02-12 Simple Electronic Signature (SES) Tribe Daily Banking  Mobile led;2024.0
2485;2024-02-12;;Other change (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;(blank);Hypotheken/Z_Other/2024-02-12 Download ING provided documents in My ING and Banking app;
2486;2024-02-13;;Risk assessment (non-PAP);CREFS;1. Journey started;Change;(blank);Facility Management/Other/2024-02-13 Development Hazel;
2487;2024-02-13;2024-10-29;Risk assessment (non-PAP);Tribe KYC Services;(blank);Change;259;KYC/Process change/2024-02-13 Simple Electronic Signature (SES) Tribe KYC Services;2024.0
2488;2024-02-13;2024-03-14;Communication;Tribe Daily Banking & Digital First;5. Journey finished;Change;30;Sparen/Z_Other/2024-02-13 Adjustments Sparen pages on ing.nl and App and web;2024.0
2489;2024-02-13;;Communication;Private Banking & Wealth Mgt (Advice);2. Intake filled-in;Change;(blank);Private Banking _ Wealth/Salespitches/2024-02-13 Wealth beyond yourself new positioning in salespitch;
2490;2024-02-13;;Significant change financial product/-service/channel (PAP);Tribe Payments;4. Finish & Registration;Change;(blank);Cash/Opname via de Geldautomaat/2024-02-13 Cash code for business customers;
2491;2024-02-14;2024-10-07;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;236;Z_Other/Tribe Payments/2024-02-14 Simple Electronic Signature (SES) Tribe Payments;2024.0
2493;2024-02-14;2025-04-01;Risk assessment (non-PAP);Private Banking & Wealth Mgt (Advice);5. Journey Cancelled;Change;412;Private Banking _ Wealth/Z_Other/2024-02-14 Extern leads ontvangen van externe partij;2025.0
2494;2024-02-14;;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;(blank);Hypotheken/Z_Other/2024-02-14 Pilot Warme Wijk Weken;
2496;2024-02-14;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;3. Intake challenged;Change;(blank);Current accounts/Betaalrekening/2024-02-14 Member get member and promotional code;
2497;2024-02-15;2024-03-06;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;20;Z_Other/Tribe Daily Banking & Digital First/2024-02-15 Relation flow for Minors V2;2024.0
2498;2024-02-15;2024-02-16;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;1;Digital Channels/Other/2024-02-15 Feature 5109864;2024.0
2499;2024-02-15;2025-01-13;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;333;Z_Other/Tribe Daily Banking & Digital First/2024-02-15 Spaarchallenge GenZ;2025.0
2500;2024-11-25;;Other change (non-PAP);Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;(blank);Private Banking _ Wealth/Z_Other/2024-11-25 Portfolioplan Private Banking Sales;
2501;2024-02-15;2024-02-15;(blank);(blank);6. Historical upload;Change;0;Customer Data/Process change/2024-02-15 Adding unknown UBO in STP Journey;2024.0
2502;2024-02-15;2024-02-15;(blank);(blank);6. Historical upload;Change;0;Customer Data/Process change/2024-02-15 Adding unknown UBO in STP Journey (1);2024.0
2503;2024-02-15;2024-05-16;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;91;Customer Data/Process change/2024-02-15 Adding unknown UBOs;2024.0
2504;2024-02-15;2024-02-15;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;0;Digital Sales/Payments and Cards/2024-02-15 ACOV Student Creditcard nonprimary customers;2024.0
2505;2024-02-15;;Risk assessment (non-PAP);Tribe Document & Content Services;3. Intake challenged;Change;(blank);Document & Content Services/New Product/2024-02-15 ABBYY Vantage;
2506;2024-02-16;2024-03-10;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;23;Digital Sales/Personalization/2024-02-16 New To Bank Journey Welcome;2024.0
2507;2024-02-16;2024-03-10;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;23;Digital Sales/Personalization/2024-02-16 New to Bank Journey Basic App Settings;2024.0
2508;2024-02-16;2024-03-10;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;23;Digital Sales/Personalization/2024-02-16 New to Bank Journey Personalise your App;2024.0
2509;2024-02-16;2024-03-10;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;23;Digital Sales/Personalization/2024-02-16 New to Bank Journey Current Account Usage;2024.0
2510;2024-02-16;2024-10-01;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;228;Digital Sales/Personalization/2024-02-16 New to Bank Journey Mobile Payments;2024.0
2511;2024-02-16;2024-03-03;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;16;Digital Sales/Personalization/2024-02-16 New to Bank Journey Product Shop;2024.0
2512;2024-02-16;2024-03-10;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;23;Digital Sales/Personalization/2024-02-16 New to Bank Journey Basic Consent;2024.0
2513;2024-02-16;2024-07-01;Other change (non-PAP);Tribe Business Lending;5. Journey finished;Change;136;Z_Other/Tribe Business Lending/2024-02-16 Update to scorecards for EBA LOM;2024.0
2514;2024-02-18;;Other change (non-PAP);Tribe Investments;1. Journey started;Change;(blank);Beleggingsrekeningen/Vermogensadvies/2024-02-18 Structured Products expansion;
2515;2024-02-19;2024-11-28;Risk assessment (non-PAP);Tribe KYC Services;5. Journey finished;Change;283;KYC/Process change/2024-02-19 KYC Uitbreiding scope MO met nonEEA landen (4580907);2024.0
2516;2024-02-19;;Other change (non-PAP);Compliance;1. Journey started;Change;(blank);Compliance 2LOD Processes & Systems/Organisational change/2024-02-19 Sourcing of FCC QA UAR;
2517;2024-02-19;2024-02-19;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;0;Digital Sales/Current accounts/2024-02-19 Keuzehulp Betaalrekeningen;2024.0
2518;2024-02-19;;Other change (non-PAP);Tribe Payments;4. Finish & Registration;Change;(blank);Payments Cards Issuing/Betaalpas particulier (cards issuing)/2024-02-19 Visa DebitDebit Mastercard Commercial launch;
2520;2024-02-19;;Communication;Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;(blank);Private Banking _ Wealth/Internetpagina/2024-02-19 Website paginas ATV actualiseren en aanpassen;
2521;2024-02-20;2024-03-11;Other change (non-PAP);Tribe Business Lending;5. Journey Cancelled;Change;20;Lenen zakelijk/RCK Actief-C-RCKDB/2024-02-20 Change KOS limietverlagingsbrief;2024.0
2522;2024-02-20;;Other change (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Beyond Banking/Z_Other/2024-02-20 Financial Health straatjes GenZ;
2523;2024-02-20;2024-04-25;Other change (non-PAP);Tribe Business Lending;5. Journey finished;Change;65;Lenen zakelijk/RCK Actief-C-RCKDB/2024-02-20 Adjust letter KOSLimietverlagingsbrief and abolish letter;2024.0
2524;2024-02-20;2024-02-20;Other change (non-PAP);Client Services Retail Contact Centre;5. Journey finished;Change;0;Client Services/Process change/2024-02-20 NON FTF to Iris;2024.0
2525;2024-02-20;;Other change (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2024-02-20 Financial Health straatjes voor GenZ;
2526;2024-02-20;;Other change (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2024-02-20 Financial Health GenZ straatjes;
2527;2024-02-21;;Risk assessment (non-PAP);Client Services Retail Operations;3. Intake challenged;Change;(blank);Client Services/Process change/2024-02-21 Improve KYC complaints quality and process;
2528;2024-02-21;2024-07-03;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;133;Hypotheken/Z_Other/2024-02-21 4871090 Transfer documents from Advice to Acceptance phase;2024.0
2529;2024-02-21;;New financial product/-service/channel (PAP);Consumer Lending & Insurance;1. Journey started;Change;(blank);Z_Other/Consumer Lending & Insurance/2024-02-21 Green Car Loan  Green Car Financial Lease;
2530;2024-02-21;2024-07-26;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;156;Z_Other/Consumer Lending & Insurance/2024-02-21 Add Change linked Current Account in appweb by customer;2024.0
2532;2024-02-22;2024-03-21;Other change (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;28;Z_Other/Tribe Digital & Customer Interactions/2024-02-22 Insight widget MVP;2024.0
2534;2024-02-23;2024-11-12;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;5. Journey finished;Change;263;Fraud/Other/2024-02-23 Disclose IRIS data to RiskShield;2024.0
2535;2024-02-23;;Communication;Business Banking Sales;5. Journey finished;Change;(blank);Business advice and sales/Communication/2024-02-23 BB Onderneem de toekomst campagne Q3 2024;
2536;2024-02-26;2024-05-17;Other change (non-PAP);Tribe Business Lending;5. Journey finished;Change;81;Lenen zakelijk/Z_Other/2024-02-26 PLM Policy;2024.0
2537;2024-02-26;2024-05-08;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;72;Sparen/Oranje Spaarrekening/2024-02-26 Vakantiegeldactie 2024;2024.0
2538;2024-02-26;2024-07-26;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;151;Z_Other/Consumer Lending & Insurance/2024-02-26 Transferring data from Smart Calculator to Loans Apply flow;2024.0
2539;2024-02-26;2025-04-14;Other change (non-PAP);CoE Communications & Brand Experience;5. Journey finished;Change;413;Branding/Other/2024-02-26 UMMO Data sharing;2025.0
2541;2024-02-26;;Other change (non-PAP);Consumer Lending & Insurance;5. Journey Cancelled;Change;(blank);Verzekeren/ING Woonverzekering/2024-02-26 Pilot call me now and later for Home;
2542;2024-02-27;;Other change (non-PAP);Consumer Lending & Insurance;1. Journey started;Change;(blank);Verzekeren/Maverick/2024-02-27 Rfp Maverick IT platform;
2543;2024-02-27;;Other change (non-PAP);Consumer Lending & Insurance;1. Journey started;Change;(blank);Verzekeren/Maverick/Archive Maverick Risk Assessments;
2544;2024-02-27;2024-04-11;Communication;Tribe Mortgages;5. Journey finished;Change;44;Hypotheken/Beleggershypotheek/2024-02-27 Waarschuwingsbrief Klantgroep B;2024.0
2545;2024-02-27;2024-03-01;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;3;Digital Sales/Current accounts/2024-02-27 Ghost Account Shared Current Account;2024.0
2546;2024-02-27;2024-03-01;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;3;Digital Sales/Current accounts/2024-02-27 Killer Conversions project part 2;2024.0
2547;2024-02-28;2024-06-21;Communication;Consumer Lending & Insurance;5. Journey finished;Change;114;Z_Other/Consumer Lending & Insurance/2024-02-28 Communication plan ex ING customers project Lapwing;2024.0
2548;2024-02-28;;Other change (non-PAP);Tribe Mortgages;5. Journey finished;Change;(blank);Hypotheken/Z_Other/2024-02-28 NPS Ruigrok;
2549;2024-02-28;;Communication;Tribe Digital & Customer Interactions;1. Journey started;Change;(blank);Digital Sales/Investments - Verdi/2024-02-28 New discovery ads alwayson;
