File;ORM_check;ORM_invited_or_challange;IRM_check;IRM_invited_or_challange;Folder;ID;Start Date;End Date;Process Category;Tribe;Type
;;;;;Fraud/Process change/2024-06-20 Alert By Customer  debit card;2881;2024-06-20 00:00:00;2025-03-31 00:00:00;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Lenen zakelijk/Z_Other/2024-06-21 NL BL New Rating System;2882;2024-06-21 00:00:00;2024-12-05 00:00:00;Significant change financial product/-service/channel (PAP);Tribe Business Lending;Change
;;;;;Sparen/Z_Other/2024-06-25 Rond Af  Spaar Zomercampagne 2024;2889;2024-06-25 00:00:00;2024-07-08 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Client Services/COO Mortgages/2024-06-25 Workpackage Genpact;2890;2024-06-25 00:00:00;2025-03-19 00:00:00;Risk assessment (non-PAP);(blank);Change
;;;;;Payments_Giraal betvk/Buitenland BTL MING(-Z)/2024-06-26 Private Individual payments on FCAs;2891;2024-06-26 00:00:00;2024-06-26 00:00:00;(blank);Tribe Payments;Change
;;;;;Private Banking _ Wealth/Internetpagina/2024-06-26 Changes rendementspagina Priba risicoprofielen ATV  Emails;2893;2024-06-26 00:00:00;2025-02-27 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-06-27 ING Money Lab 2024;2894;2024-06-27 00:00:00;2024-11-06 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Client Services/Process change/2024-06-28 Outbound Contact Webcare;2898;2024-06-28 00:00:00;2024-08-06 00:00:00;Other change (non-PAP);Client Services Retail Contact Centre;Change
;;;;;KYC/Organisational change/2024-06-28 Migration to Hubs PH of Mass and SME Exit Process;2899;2024-06-28 00:00:00;2024-11-26 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;KYC/Organisational change/2024-06-28 Migration to Hubs PH of Mass and SME Periodic Review on Unacceptable clients;2900;2024-06-28 00:00:00;2024-11-26 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;KYC/Organisational change/2024-06-28 Migration to Hubs PH of PriBa FGR;2902;2024-06-28 00:00:00;2024-11-20 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;KYC/Organisational change/2024-06-28 Migration to Hubs PH of SME EDR Legal changes;2903;2024-06-28 00:00:00;2024-10-10 00:00:00;Other change (non-PAP);Tribe KYC Services;Change
;;;;;Z_Other/Tribe Business Lending/2024-06-28 Comply Explain for Material Modifications SME;2904;2024-06-28 00:00:00;2024-06-28 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Credit Cards/Creditcard/2024-07-01 Activate Extra Credit card;2906;2024-07-01 00:00:00;2024-09-27 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Payments Cards Issuing/Z_Other/2024-07-02 Renewal of an existing contract for GieseckeDevrient;2909;2024-07-02 00:00:00;2024-09-12 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Payments Cards Issuing/Z_Other/2024-07-02 Renewal of an existing contract for Gemalto;2910;2024-07-02 00:00:00;2024-09-12 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Payments Cards Issuing/Z_Other/2024-07-02 Renewal of an existing contract for Thales;2911;2024-07-02 00:00:00;2024-09-12 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Credit Cards/Z_Other/2024-07-02 Renewal of an existing contract for Idemia;2912;2024-07-02 00:00:00;2024-09-12 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Hypotheken/Morse/2024-07-04 20240701 Vervallen opzegtermijn Morse;2916;2024-07-04 00:00:00;2024-10-02 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Branding/Communication/2024-07-04 Innovation communication umbrella concept;2917;2024-07-04 00:00:00;2024-07-30 00:00:00;Communication;CoE Communications & Brand Experience;Change
;;;;;Client Services/COO Business Banking Daily Banking Operations/2024-07-04 Standaard bankverklaring proces;2919;2024-07-04 00:00:00;2025-01-09 00:00:00;Other change (non-PAP);Client Services Business;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-07-04 Wealth beyond yourself  Branded content Rogier van Mensvoort (Isovlas);2921;2024-07-04 00:00:00;2024-07-05 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-07-04 ACE EB  Quarterly return update email;2922;2024-07-04 00:00:00;2024-09-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Current accounts/Derdengeldenrekening/2024-07-05 Change in 2nd line Authorization for Derdengeldenrekening;2923;2024-07-05 00:00:00;2024-08-23 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Hypotheken/Levenhypotheek/2024-07-05 Convert ING Life mortgages to amortizing mortgages;2924;2024-07-05 00:00:00;2024-11-06 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Collections/Communication/2024-07-08 Deepening budgetcoaching in existing Prevention and Late journey;2926;2024-07-08 00:00:00;2024-12-02 00:00:00;Communication;Tribe Collections;Change
;;;;;Digital Sales/Investments - Verdi/2024-07-09 Additional headlines SEA;2927;2024-07-09 00:00:00;2024-07-15 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Savings/2024-07-09 SEO optimization savings pages ing.nl Q3;2928;2024-07-09 00:00:00;2024-07-15 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-07-10 De Dikke Blauwe  Interview Gupta;2934;2024-07-10 00:00:00;2024-07-10 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-07-10 Engagement Street EB  Always On;2935;2024-07-10 00:00:00;2025-02-21 00:00:00;Communication;Tribe Investments;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-07-10 Wealth beyond yourself  Branded content Linda Breukers;2936;2024-07-10 00:00:00;2024-11-26 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-07-10 Monthly report for DPM (v1  MVP);2937;2024-07-10 00:00:00;2024-08-09 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Savings/2024-06-12 Campaign page Child savings account;2938;2024-06-12 00:00:00;2024-11-01 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Channels/Other/2024-07-11 MVP Saving Buckets;2940;2024-07-11 00:00:00;2025-02-06 00:00:00;Other change (non-PAP);Tribe Digital Business Banking;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-07-11 Wealth beyond yourself  Branded content Roos Habets;2941;2024-07-11 00:00:00;2024-07-23 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Sparen/Pensioenspaarrekening/2024-07-12 Pensioenspaarrekening expiratie en overlijden;2942;2024-07-12 00:00:00;2024-09-03 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Verzekeren/ING Rechtsbijstandverzekering voor Particulieren/2024-07-12 Legai aid product upgrade;2943;2024-07-12 00:00:00;2024-10-16 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Hypotheken/VEA i.v.m. spaarhypotheek/2024-07-12 rationalize VEA (mandatory extra repayments);2944;2024-07-12 00:00:00;2024-07-18 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Hypotheken/MINAS/2024-07-12 Centrally store customer data for advice journey;2945;2024-07-12 00:00:00;2024-09-27 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2024-07-16 MVP1  ESG Evidence for EV Loans;2958;2024-07-16 00:00:00;2024-11-19 00:00:00;Risk assessment (non-PAP);Consumer Lending & Insurance;Change
;;;;;Persoonlijke Lening/Z_Other/2024-07-16 Loan application digitalonly;2959;2024-07-16 00:00:00;2024-09-24 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Hypotheken - WUB/WUB Overlijdensrisicoverzekering (act)/2024-07-17 aanschrijfactie ORV WUV 2024;2961;2024-07-17 00:00:00;2024-08-09 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Sparen/Spaardeposito/2024-07-17 Voorwaardenwijziging Spaardeposito en Groen Spaardeposito;2962;2024-07-17 00:00:00;2024-07-23 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2024-07-17 Upload documents offer page Personal Loan;2963;2024-07-17 00:00:00;2025-04-08 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Z_Other/Consumer Lending & Insurance/2024-07-18 Digitalize overview remaining debt;2968;2024-07-18 00:00:00;2025-02-04 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Z_Other/Tribe Mortgages/2024-07-23 Artikel meer zonnestroom zelf gebruiken;2983;2024-07-23 00:00:00;2024-10-16 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Hypotheken/Z_Other/2024-07-24 Paid promotion Upgrade je huis;2987;2024-07-24 00:00:00;2025-01-06 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-07-24 DPM  English as a service;2989;2024-07-24 00:00:00;2024-12-02 00:00:00;Communication;Tribe Investments;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-07-24 Cruks register insights;2990;2024-07-24 00:00:00;2024-10-15 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Real Estate/Policy change/2024-07-25 Shifting valuation costs to clients;2991;2024-07-25 00:00:00;2024-10-07 00:00:00;Other change (non-PAP);Business Banking Sales;Change
;;;;;Datamanagement/Organisational change/2024-07-25 Data Management Experts via ING Hubs PH;2993;2024-07-25 00:00:00;2024-08-07 00:00:00;Other change (non-PAP);Tribe Datamanagement;Change
;;;;;Sparen/Z_Other/2024-07-25 ERU  New for You;2995;2024-07-25 00:00:00;2024-08-02 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Verzekeren/Z_Other/2024-07-29 Chatbot flow Business Insurance 1;2998;2024-07-29 00:00:00;2024-07-30 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Z_Other/Consumer Lending & Insurance/2024-07-30 Lapwing communication ING customers;3002;2024-07-30 00:00:00;2024-11-11 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;KYC/Process change/2024-07-30 Remove call to BKR for EVR and IVR check during CDD and EA (except Onboarding);3003;2024-07-30 00:00:00;2024-10-29 00:00:00;Risk assessment (non-PAP);Tribe KYC Services;Change
;;;;;Verzekeren/New Product/2024-07-31 CZ Health Insurance contract risk assessement;3004;2024-07-31 00:00:00;2024-12-06 00:00:00;Risk assessment (non-PAP);Consumer Lending & Insurance;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-08-01 Description impact sustainability risks;3008;2024-08-01 00:00:00;2024-10-22 00:00:00;Communication;Tribe Investments;Change
;;;;;Verzekeren/Z_Other/2024-08-01 Health Insurance Proposition 20242025;3010;2024-08-01 00:00:00;2024-11-25 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Beleggingsrekeningen/Zelf op de Beurs/2024-07-18 Sustainable Fund list web;3012;2024-07-18 00:00:00;2024-09-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-08-01 LAF  Interview Ismal Saibari en Nick Verstappen;3013;2024-08-01 00:00:00;2024-08-13 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-08-01 Eenvoudig Beleggen cashback Q4 2024;3014;2024-08-01 00:00:00;2024-10-01 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Z_Other/2024-08-02 Engagement Budgeting  AO layer 24;3016;2024-08-02 00:00:00;2024-08-02 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Digital & Customer Interactions/2024-08-05 App discovery;3018;2024-08-05 00:00:00;2024-10-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-08-05 Price drop communication;3020;2024-08-05 00:00:00;2024-08-09 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/Morse/2024-08-05 Merge Credit loans;3021;2024-08-05 00:00:00;2025-04-03 00:00:00;Risk assessment (non-PAP);Tribe Mortgages;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-05 GenAI Software;3022;2024-08-05 00:00:00;2024-10-14 00:00:00;Risk assessment (non-PAP);Private Banking & Wealth Mgt (Advice);Change
;;;;;Business advice and sales/Communication/2024-08-06 Customer article Van Schie;3026;2024-08-06 00:00:00;2024-09-23 00:00:00;Communication;Business Banking Sales;Change
;;;;;Credit Cards/Commercial Credit Cards/2024-08-06 Automated address change for ING Businesscard programmes;3027;2024-08-06 00:00:00;2024-12-02 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Client Services/COO Mortgages/2024-08-06 Mortgages processes to ING Hub PH;3028;2024-08-06 00:00:00;2025-03-19 00:00:00;Risk assessment (non-PAP);Client Services Retail Operations;Change
;;;;;Digital Sales/Investments - Verdi/2024-08-07 Pilot broad match in Google Ads;3030;2024-08-07 00:00:00;2025-03-06 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Personalization/2024-08-07 PMC  Targeting Inactive Savers;3031;2024-08-07 00:00:00;2024-08-08 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-01 Next Gen Academy;3032;2024-08-01 00:00:00;2024-12-24 00:00:00;New financial product/-service/channel (PAP);Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-08 LinkedIn post nav artikel Investment Officer;3034;2024-08-08 00:00:00;2024-09-09 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Collections/Communication/2024-08-08 No Money Worries Campaign From red to green;3035;2024-08-08 00:00:00;2025-02-13 00:00:00;Other change (non-PAP);Tribe Collections;Change
;;;;;Verzekeren/ING Studentenverzekering/2024-08-09 Student issue with insured amount;3036;2024-08-09 00:00:00;2024-12-02 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Customer Data/Process change/2024-08-09 SSPM Bevoegdheden Raadplegen (view);3037;2024-08-09 00:00:00;2025-01-07 00:00:00;Other change (non-PAP);Tribe Digital Business Banking;Change
;;;;;Digital Sales/Personalization/2024-08-09 Monthly recurring insights;3038;2024-08-09 00:00:00;2024-10-14 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Lenen zakelijk/Z_Other/2024-08-09 Implement new Pricing Model;3039;2024-08-09 00:00:00;2025-01-07 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2024-08-13 Instant Lending Improvements;3042;2024-08-13 00:00:00;2024-11-19 00:00:00;Risk assessment (non-PAP);Consumer Lending & Insurance;Change
;;;;;Digital Sales/Current accounts/2024-08-13 FAQ Betaalrekeningenpagina;3043;2024-08-13 00:00:00;2024-08-22 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Business advice and sales/Communication/2024-08-13 Promotieuitingen Eenvoudig Beleggen Zakelijk;3044;2024-08-13 00:00:00;2024-09-23 00:00:00;Communication;Business Banking Sales;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-08-13 Wealth Beyond Yourself Branded content Toine Stokbroekx;3045;2024-08-13 00:00:00;2024-08-16 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Digital Sales/Investments - Verdi/2024-08-14 Content in addition to POC bluewillywig;3046;2024-08-14 00:00:00;2024-08-20 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken/ILM/2024-08-14 MaxHyp tool Beheer;3047;2024-08-14 00:00:00;2025-04-16 00:00:00;Risk assessment (non-PAP);Tribe Mortgages;Change
;;;;;Digital Sales/Investments - Verdi/2024-08-14 Updating Always On Acquisition Communication Investments Q3Q4 2024;3048;2024-08-14 00:00:00;2025-01-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-15 De Dikke Blauwe  interview met Rian Vens;3053;2024-08-15 00:00:00;2024-08-19 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken - WUB/WUB Hypotheek met Beleggingsrekening/2024-08-16 Reboarding NN;3054;2024-08-16 00:00:00;2024-08-28 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Sparen/Groei Rekening/2024-08-19 Terminate mono savings products;3059;2024-08-19 00:00:00;2024-12-12 00:00:00;Termination of financial product/-service/channel (PAP);Tribe Daily Banking & Digital First;Change
;;;;;Hypotheken/Morse/2024-08-19 Morse Cluster 3 Pay;3063;2024-08-19 00:00:00;2025-04-03 00:00:00;Significant change financial product/-service/channel (PAP);Tribe Mortgages;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-08-19 Campaign top up and use LLCC;3069;2024-08-19 00:00:00;2024-10-01 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Hypotheken/ILM/2024-08-20 Thuisbatterij;3075;2024-08-20 00:00:00;2024-10-14 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Digital Sales/Investments - Verdi/2024-08-22 Eenvoudig Beleggen Q4 cashback acquisitie communicatie DS;3086;2024-08-22 00:00:00;2024-09-25 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Z_Other/2024-08-22 MM Engagement ACOVs Inzicht  Categorization data;3090;2024-08-22 00:00:00;2024-08-22 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Doorlopend Krediet/Z_Other/2024-08-22 Update Lapwing Q3 and Q4 2024;3091;2024-08-22 00:00:00;2024-11-17 00:00:00;Risk assessment (non-PAP);Consumer Lending & Insurance;Change
;;;;;Z_Other/Tribe Business Lending/2024-08-22 Background Checks (EVABKRVIS) in Blend;3092;2024-08-22 00:00:00;2025-02-24 00:00:00;Risk assessment (non-PAP);Tribe Business Lending;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-08-22 Add questions to FAQ EB market dip and survey;3094;2024-08-22 00:00:00;2024-08-26 00:00:00;Communication;Tribe Investments;Change
;;;;;Current accounts/Betaalrekening/2024-08-26 NonEEA Onboarding;3102;2024-08-26 00:00:00;2024-08-30 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Easy Banking/Other/2024-08-26 CC actie Mastercard;3103;2024-08-26 00:00:00;2024-12-19 00:00:00;(blank);Easy Banking;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-26 NPS email  reminder email update;3104;2024-08-26 00:00:00;2024-09-20 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Campagnes/2024-08-27 Hidden Affluent;3105;2024-08-27 00:00:00;2024-11-12 00:00:00;(blank);Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Z_Other/2024-08-27 Interview Vanderstelt Magazine met Ruud Bruggeman;3108;2024-08-27 00:00:00;2024-08-28 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-08-28 Extension Cashback DPM;3110;2024-08-28 00:00:00;2024-08-29 00:00:00;Communication;Tribe Investments;Change
;;;;;Betalen-Roodstand/Z_Other/2024-08-29 Unauthorized Overdraft 0;3119;2024-08-29 00:00:00;2024-11-19 00:00:00;Risk assessment (non-PAP);Consumer Lending & Insurance;Change
;;;;;Private Banking _ Wealth/Salespitches/2024-08-29 Update Private Markets Sales Pitch Private Banking;3120;2024-08-29 00:00:00;2024-10-29 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Sparen/Spaardeposito/2024-09-02 Spaardepositie Actierente 6 maanden en 1 jaar;3125;2024-09-02 00:00:00;2025-02-19 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-09-02 Client feedback tool in the DPM order flow  Phase 1;3126;2024-09-02 00:00:00;2024-10-25 00:00:00;Communication;Tribe Investments;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-09-02 Promo video MFO Event okt 2024;3127;2024-09-02 00:00:00;2024-10-01 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Z_Other/2024-09-02 Aftermovie BIC Event okt 2024;3128;2024-09-02 00:00:00;2024-09-20 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Z_Other/2024-09-02 Advertentietekst Brookz.nl;3130;2024-09-02 00:00:00;2024-09-20 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Digital Sales/Payments and Cards/2024-09-03 Comparison Card Categorypage Creditcards;3131;2024-09-03 00:00:00;2024-09-03 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken/Z_Other/2024-09-03 DQ 35 Mismatch rentetariefplan (brief);3137;2024-09-03 00:00:00;2024-10-02 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Real Estate/Process change/2024-09-04 REF KYC Party Marking;3138;2024-09-04 00:00:00;2024-10-08 00:00:00;Other change (non-PAP);Business Banking Sales;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-09-05 EB  ZOB onboarding cosigner notification;3140;2024-09-05 00:00:00;2024-09-05 00:00:00;Communication;Tribe Investments;Change
;;;;;Z_Other/Tribe Investments/2024-09-05 Website articles Private Markets;3145;2024-09-05 00:00:00;2025-02-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Customer Data/Other/2024-09-05 Openen WSNP Boedelrekening;3147;2024-09-05 00:00:00;2024-10-30 00:00:00;(blank);Tribe Digital Business Banking;Change
;;;;;Digital Sales/Payments and Cards/2024-09-09 ABtest with closed PDP Creditcards;3149;2024-09-09 00:00:00;2024-09-09 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Investments/2024-09-09 Historical portfolio download for clients;3151;2024-09-09 00:00:00;2024-11-29 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Insurance/2024-09-10 License plate field on pages;3153;2024-09-10 00:00:00;2024-09-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Consumer Loans/2024-09-10 Loans calculator direct link;3154;2024-09-10 00:00:00;2024-09-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Consumer Loans/2024-09-10 Loans calculator vs max loan calculator test;3155;2024-09-10 00:00:00;2024-09-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Lenen zakelijk/Z_Other/2024-09-10 6382171 BLEND Q3 implement pricing confirmation letter;3156;2024-09-10 00:00:00;2025-04-11 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Beyond Banking/Z_Other/2024-09-10 Customer Validation via Twilio;3157;2024-09-10 00:00:00;2024-09-12 00:00:00;(blank);Tribe Daily Banking & Digital First;Change
;;;;;Z_Other/Consumer Lending & Insurance/2024-09-10 Loannorm Update 2024;3158;2024-09-10 00:00:00;2025-02-04 00:00:00;(blank);Consumer Lending & Insurance;Change
;;;;;Persoonlijke Lening/Persoonlijke Lening/2024-09-10 Adding new rejection reason in manual process;3159;2024-09-10 00:00:00;2025-04-20 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Fraud/Process change/2024-09-12 AMI Receive;3161;2024-09-12 00:00:00;2025-02-20 00:00:00;Other change (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Hypotheken/ILM/2024-09-12 Monumenten webpagina;3162;2024-09-12 00:00:00;2024-10-10 00:00:00;Communication;(blank);Change
;;;;;Hypotheken/ILM/2024-09-12 CFP datagebruik;3163;2024-09-12 00:00:00;2025-04-16 00:00:00;(blank);(blank);Change
;;;;;Private Banking _ Wealth/Z_Other/2024-09-12 Duurzaamheidsbrief voor relaties met CVOGfinanciering;3164;2024-09-12 00:00:00;2025-02-20 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Private Banking _ Wealth/Ki/2024-09-16 Ki howto video;3166;2024-09-16 00:00:00;2024-10-10 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Kantoren/ING Huizen/2024-09-17 Zakelijk Inzicht Gesprek  Landing Page;3167;2024-09-17 00:00:00;2024-10-07 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Transaction Services/Other/2024-09-17 BL price model;3171;2024-09-17 00:00:00;2025-04-08 00:00:00;(blank);Transaction Services;Change
;;;;;Verzekeren/Z_Other/2024-09-18 MVP More info closing questions;3172;2024-09-18 00:00:00;2025-01-15 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Verzekeren/Zorgverzekering/2024-09-18 Inform coinsured customers abouth health insurance application;3173;2024-09-18 00:00:00;2024-11-12 00:00:00;(blank);Consumer Lending & Insurance;Change
;;;;;Customer IT Systems & Processes/Process change/2024-09-18 Adding buffer to Financial Overview;3177;2024-09-18 00:00:00;2024-09-19 00:00:00;Communication;Tribe Assisted Channels;Change
;;;;;Hypotheken - WUB/Z_Other/2024-09-19 Aanpassingen proces VVVA definitieve aflosnota Stater;3181;2024-09-19 00:00:00;2024-11-20 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Beleggen App/2024-09-19 5839622  MBA  Push notifications for investments;3182;2024-09-19 00:00:00;2025-02-06 00:00:00;Other change (non-PAP);Tribe Investments;Change
;;;;;Digital Sales/Insurance/2024-09-19 Health campaign push;3183;2024-09-19 00:00:00;2024-11-03 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken - WUB/Z_Other/2024-09-19 MijnWUB App 2.0;3184;2024-09-19 00:00:00;2025-01-20 00:00:00;Risk assessment (non-PAP);Tribe Mortgages;Change
;;;;;Verzekeren/Z_Other/2024-09-20 MVP more info error messages;3185;2024-09-20 00:00:00;2024-10-15 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Lenen zakelijk/Leningen Actief-RTVAST/2024-09-20 Fulfilment after term loan Instant Lending application N2L;3188;2024-09-20 00:00:00;2025-01-10 00:00:00;Risk assessment (non-PAP);Tribe Business Lending;Change
;;;;;Beleggingsdiensten/Z_Other/2024-09-23 Beleggen Starterskit;3192;2024-09-23 00:00:00;2025-02-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/ILM/2024-09-24 Artikel  Natuurvriendelijk en biobased isoleren;3197;2024-09-24 00:00:00;2025-03-21 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Digital Sales/Insurance/2024-09-24 Woonverzekering productpage optimization;3198;2024-09-24 00:00:00;2024-10-09 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-09-24 Eenvoudig Beleggen FAQ  fondspagina aanpassing;3199;2024-09-24 00:00:00;2024-10-03 00:00:00;Communication;Tribe Investments;Change
;;;;;Sparen/Spaardeposito/2024-09-24 Spaardeposito actierente 6 maanden;3200;2024-09-24 00:00:00;2025-02-19 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
